rodada,posicao_ebt,nota,dt_inicio_avaliacao,dt_fim_avaliacao,uf,nome_uf,municipio,populacao,pontos_resposta_perguntas,pontos_transp_passiva,total_pontos,nota_1
3,1351,1.94,19/08/2016,03/10/2016,SE,Sergipe,Japoata,13245,0,700,700,1.94
3,1351,1.94,28/06/2016,07/12/2016,SE,Sergipe,Nossa Senhora da Gloria,35726,0,700,700,1.94
3,1351,1.94,29/06/2016,29/12/2016,RN,Rio Grande do Norte,Ares,14042,0,700,700,1.94
3,1351,1.94,14/07/2016,08/12/2016,PI,Piaui,Sao Jose do Peixe,3697,0,700,700,1.94
3,1351,1.94,13/07/2016,07/12/2016,PI,Piaui,Sao Braz do Piaui,4371,0,700,700,1.94
3,1351,1.94,08/08/2016,13/01/2017,RN,Rio Grande do Norte,Extremoz,27525,0,700,700,1.94
3,1351,1.94,10/08/2016,28/12/2016,RJ,Rio de Janeiro,Nilopolis,158309,0,700,700,1.94
3,1351,1.94,10/08/2016,28/12/2016,RJ,Rio de Janeiro,Pinheiral,23887,0,700,700,1.94
3,1351,1.94,10/08/2016,09/01/2017,RJ,Rio de Janeiro,Parati,40478,0,700,700,1.94
3,1351,1.94,12/08/2016,04/01/2017,RJ,Rio de Janeiro,Sao Goncalo,1038081,0,700,700,1.94
3,1351,1.94,12/07/2016,07/10/2016,TO,Tocantins,Cachoeirinha,2256,0,700,700,1.94
3,1351,1.94,20/07/2016,13/12/2016,PR,Parana,Bom Sucesso,6944,0,700,700,1.94
3,1351,1.94,12/07/2016,04/01/2017,PI,Piaui,Santana do Piaui,4544,0,700,700,1.94
3,1351,1.94,29/06/2016,19/12/2016,TO,Tocantins,Cristalandia,7386,200,700,700,1.94
3,1351,1.94,29/06/2016,05/09/2016,TO,Tocantins,Darcinopolis,5833,0,700,700,1.94
3,1351,1.94,13/07/2016,07/10/2016,TO,Tocantins,Conceicao do Tocantins,4209,0,700,700,1.94
3,1351,1.94,25/07/2016,06/09/2016,TO,Tocantins,Divinopolis do Tocantins,6777,0,700,700,1.94
3,1351,1.94,26/07/2016,21/09/2016,TO,Tocantins,Nazare,4177,0,700,700,1.94
3,1351,1.94,26/07/2016,20/09/2016,TO,Tocantins,Marianopolis do Tocantins,4896,0,700,700,1.94
3,1351,1.94,29/06/2016,19/09/2016,TO,Tocantins,Itaguatins,6035,0,700,700,1.94
3,1351,1.94,26/07/2016,21/09/2016,TO,Tocantins,Miranorte,13298,0,700,700,1.94
3,1351,1.94,28/06/2016,07/12/2016,TO,Tocantins,Paraiso do Tocantins,49076,0,700,700,1.94
3,1351,1.94,26/07/2016,27/09/2016,TO,Tocantins,Novo Acordo,4158,0,700,700,1.94
3,1351,1.94,30/06/2016,22/09/2016,TO,Tocantins,Oliveira de Fatima,1098,0,700,700,1.94
3,1351,1.94,01/07/2016,10/10/2016,TO,Tocantins,Porto Nacional,52182,0,700,700,1.94
3,1351,1.94,18/07/2016,10/10/2016,TO,Tocantins,Santa Fe do Araguaia,7232,0,700,700,1.94
3,1351,1.94,18/07/2016,10/10/2016,TO,Tocantins,Santa Terezinha do Tocantins,2547,0,700,700,1.94
3,1351,1.94,05/07/2016,10/10/2016,TO,Tocantins,Recursolandia,4132,0,700,700,1.94
3,1351,1.94,19/07/2016,10/10/2016,TO,Tocantins,Sitio Novo do Tocantins,9243,0,700,700,1.94
3,1351,1.94,19/07/2016,10/10/2016,TO,Tocantins,Taguatinga,16238,0,700,700,1.94
3,1351,1.94,26/07/2016,20/09/2016,GO,Goias,Moipora,1704,0,700,700,1.94
3,1351,1.94,28/07/2016,20/09/2016,GO,Goias,Nova America,2358,0,700,700,1.94
3,1351,1.94,27/07/2016,20/09/2016,GO,Goias,Mundo Novo,5914,0,700,700,1.94
3,1351,1.94,29/07/2016,05/01/2017,GO,Goias,Santa Rita do Novo Destino,3331,0,700,700,1.94
3,1351,1.94,29/07/2016,20/09/2016,GO,Goias,Sao Francisco de Goias,6341,0,700,700,1.94
3,1351,1.94,29/07/2016,08/12/2016,GO,Goias,Sao Luis de Montes Belos,32491,0,700,700,1.94
3,1351,1.94,29/07/2016,20/09/2016,GO,Goias,Sao Miguel do Araguaia,22728,0,700,700,1.94
3,1351,1.94,28/07/2016,20/09/2016,GO,Goias,Rubiataba,19832,0,700,700,1.94
3,1351,1.94,22/07/2016,21/09/2016,GO,Goias,Vianopolis,13456,0,700,700,1.94
3,1351,1.94,29/07/2016,08/12/2016,GO,Goias,Santa Cruz de Goias,3095,0,700,700,1.94
3,1351,1.94,02/08/2016,20/09/2016,GO,Goias,Serranopolis,8147,0,700,700,1.94
3,1351,1.94,02/08/2016,20/09/2016,GO,Goias,Silvania,20233,0,700,700,1.94
3,1351,1.94,27/07/2016,22/09/2016,MA,Maranhao,Coroata,63821,0,700,700,1.94
3,1351,1.94,01/07/2016,27/09/2016,MG,Minas Gerais,Ijaci,6348,0,700,700,1.94
3,1351,1.94,28/07/2016,18/11/2016,MG,Minas Gerais,Guarara,3963,0,700,700,1.94
3,1351,1.94,30/06/2016,22/09/2016,MG,Minas Gerais,Gameleiras,5255,0,700,700,1.94
3,1351,1.94,30/06/2016,02/12/2016,MG,Minas Gerais,Goiabeira,3279,0,700,700,1.94
3,1351,1.94,01/07/2016,24/11/2016,MG,Minas Gerais,Grupiara,1416,0,700,700,1.94
3,1351,1.94,03/08/2016,03/10/2016,MG,Minas Gerais,Mata Verde,8425,0,700,700,1.94
3,1351,1.94,28/06/2016,18/11/2016,MG,Minas Gerais,Dores de Guanhaes,5328,0,700,700,1.94
3,1351,1.94,29/07/2016,22/11/2016,MG,Minas Gerais,Conceicao da Barra de Minas,4053,0,700,700,1.94
3,1351,1.94,15/08/2016,21/09/2016,MG,Minas Gerais,Coluna,9178,0,700,700,1.94
3,1351,1.94,29/07/2016,22/09/2016,MA,Maranhao,Lago da Pedra,48992,0,700,700,1.94
3,1351,1.94,29/07/2016,23/09/2016,MA,Maranhao,Matoes do Norte,16169,0,700,700,1.94
3,1351,1.94,17/08/2016,21/09/2016,MG,Minas Gerais,Chapada do Norte,15657,0,700,700,1.94
3,1351,1.94,27/07/2016,07/10/2016,MT,Mato Grosso,Nova Guarita,4590,0,700,700,1.94
3,1351,1.94,01/08/2016,06/09/2016,MT,Mato Grosso,Novo Santo Antonio,2369,0,700,700,1.94
3,1351,1.94,09/08/2016,13/09/2016,MT,Mato Grosso,Porto Esperidiao,11464,0,700,700,1.94
3,1351,1.94,02/08/2016,07/10/2016,MT,Mato Grosso,Colniza,33575,0,700,700,1.94
3,1351,1.94,08/08/2016,15/11/2016,MS,Mato Grosso do Sul,Fatima do Sul,19220,0,700,700,1.94
3,1351,1.94,11/08/2016,05/10/2016,MS,Mato Grosso do Sul,Ivinhema,22928,0,700,700,1.94
3,1351,1.94,11/08/2016,06/10/2016,MS,Mato Grosso do Sul,Jardim,25473,0,700,700,1.94
3,1351,1.94,19/07/2016,05/10/2016,PB,Paraiba,Cruz do Espirito Santo,17212,0,700,700,1.94
3,1351,1.94,01/07/2016,16/09/2016,RS,Rio Grande do Sul,Barra do Guarita,3236,0,700,700,1.94
3,1351,1.94,29/06/2016,15/09/2016,RS,Rio Grande do Sul,Augusto Pestana,7145,0,700,700,1.94
3,1351,1.94,13/07/2016,06/01/2017,RS,Rio Grande do Sul,Caicara,5104,0,700,700,1.94
3,1351,1.94,30/06/2016,12/01/2017,RS,Rio Grande do Sul,Capao do Leao,25382,0,700,700,1.94
3,1351,1.94,28/06/2016,12/01/2017,RR,Roraima,Normandia,10148,0,700,700,1.94
3,1351,1.94,17/08/2016,15/09/2016,RR,Roraima,Uiramuta,9488,0,700,700,1.94
3,1351,1.94,28/06/2016,15/09/2016,RR,Roraima,Alto Alegre,16176,0,700,700,1.94
3,1351,1.94,28/06/2016,12/01/2017,RR,Roraima,Amajari,11006,0,700,700,1.94
3,1351,1.94,16/08/2016,04/01/2017,RO,Rondonia,Parecis,5697,0,700,700,1.94
3,1351,1.94,16/08/2016,04/01/2017,RO,Rondonia,Pimenta Bueno,37512,0,700,700,1.94
3,1351,1.94,22/08/2016,04/01/2017,RO,Rondonia,Nova Uniao,7824,0,700,700,1.94
3,1351,1.94,28/06/2016,02/12/2016,RO,Rondonia,Rolim de Moura,56242,0,700,700,1.94
3,1351,1.94,02/08/2016,03/10/2016,MS,Mato Grosso do Sul,Angelica,10149,0,700,700,1.94
3,1351,1.94,19/07/2016,28/09/2016,MG,Minas Gerais,Varzelandia,19702,0,700,700,1.94
3,1351,1.94,15/07/2016,10/01/2017,MG,Minas Gerais,Unai,82887,0,700,700,1.94
3,1351,1.94,17/08/2016,13/09/2016,MT,Mato Grosso,Poxoreo,16441,0,700,700,1.94
3,1351,1.94,15/08/2016,10/01/2017,MT,Mato Grosso,Serra Nova Dourada,1520,0,700,700,1.94
3,1351,1.94,24/08/2016,26/09/2016,PA,Para,Alenquer,54662,0,700,700,1.94
3,1351,1.94,22/08/2016,29/09/2016,PA,Para,Bom Jesus do Tocantins,16227,0,700,700,1.94
3,1351,1.94,15/07/2016,18/11/2016,MG,Minas Gerais,Sacramento,25630,0,700,700,1.94
3,1351,1.94,15/07/2016,21/09/2016,MG,Minas Gerais,Ressaquinha,4834,0,700,700,1.94
3,1351,1.94,19/07/2016,27/09/2016,MG,Minas Gerais,Santa Cruz de Salinas,4383,0,700,700,1.94
3,1351,1.94,06/07/2016,16/09/2016,MG,Minas Gerais,Sao Roque de Minas,7035,0,700,700,1.94
3,1351,1.94,07/07/2016,16/09/2016,MG,Minas Gerais,Sao Tiago,11017,0,700,700,1.94
3,1351,1.94,12/07/2016,19/09/2016,MG,Minas Gerais,Serranos,2030,0,700,700,1.94
3,1351,1.94,14/07/2016,22/09/2016,MG,Minas Gerais,Tapira,4542,0,700,700,1.94
3,1351,1.94,06/07/2016,16/12/2016,PR,Parana,Salgado Filho,4142,0,700,700,1.94
3,1351,1.94,06/07/2016,16/12/2016,PR,Parana,Salto do Lontra,14539,0,700,700,1.94
3,1351,1.94,05/07/2016,16/12/2016,PR,Parana,Quedas do Iguacu,32982,0,700,700,1.94
3,1351,1.94,06/07/2016,16/12/2016,PR,Parana,Realeza,17023,0,700,700,1.94
3,1351,1.94,27/07/2016,09/01/2017,PR,Parana,Jandaia do Sul,21203,0,700,700,1.94
3,1351,1.94,04/07/2016,07/01/2017,PR,Parana,Nova Prata do Iguacu,10722,0,700,700,1.94
3,1603,1.8,22/07/2016,19/09/2016,PR,Parana,Missal,10847,0,0,650,1.8
3,1603,1.8,13/07/2016,02/12/2016,MG,Minas Gerais,Pedralva,11623,0,0,650,1.8
3,1603,1.8,20/07/2016,30/09/2016,MS,Mato Grosso do Sul,Alcinopolis,5038,0,0,650,1.8
3,1603,1.8,03/08/2016,04/10/2016,MS,Mato Grosso do Sul,Bodoquena,7898,0,0,650,1.8
3,1603,1.8,09/08/2016,13/09/2016,MT,Mato Grosso,Reserva do Cabacal,2630,0,0,650,1.8
3,1603,1.8,05/08/2016,04/10/2016,BA,Bahia,Valente,27906,0,0,650,1.8
3,1603,1.8,04/08/2016,04/10/2016,BA,Bahia,Tanquinho,8553,0,0,650,1.8
3,1603,1.8,18/08/2016,07/10/2016,MT,Mato Grosso,Lucas do Rio Verde,57285,0,0,650,1.8
3,1603,1.8,29/07/2016,18/11/2016,MG,Minas Gerais,Conceicao dos Ouros,11262,0,0,650,1.8
3,1603,1.8,05/07/2016,23/11/2016,RJ,Rio de Janeiro,Macuco,5398,0,0,650,1.8
3,1603,1.8,22/08/2016,16/11/2016,RN,Rio Grande do Norte,Olho-d'Agua do Borges,4370,0,0,650,1.8
3,1603,1.8,07/07/2016,07/10/2016,SP,Sao Paulo,Glicerio,4773,0,500,650,1.8
3,1603,1.8,01/08/2016,07/11/2016,RS,Rio Grande do Sul,Nova Prata,25057,0,0,650,1.8
3,1603,1.8,03/08/2016,05/01/2017,PE,Pernambuco,Tamandare,22591,0,0,650,1.8
3,1603,1.8,06/07/2016,13/09/2016,BA,Bahia,Nilo Pecanha,14188,0,0,650,1.8
3,1618,1.66,04/07/2016,26/09/2016,AL,Alagoas,Vicosa,26212,0,600,600,1.66
3,1618,1.66,06/07/2016,06/10/2016,PA,Para,Floresta do Araguaia,19261,0,600,600,1.66
3,1618,1.66,12/07/2016,06/10/2016,MG,Minas Gerais,Matias Barbosa,14285,0,600,600,1.66
3,1618,1.66,15/08/2016,04/01/2017,PR,Parana,Formosa do Oeste,7296,0,600,600,1.66
3,1622,1.52,21/07/2016,07/10/2016,MT,Mato Grosso,Cocalinho,5530,0,0,550,1.52
3,1623,1.39,29/06/2016,20/09/2016,TO,Tocantins,Miracema do Tocantins,19634,0,500,500,1.39
3,1623,1.39,16/07/2016,05/10/2016,AL,Alagoas,Novo Lino,12643,0,500,500,1.39
3,1623,1.39,15/07/2016,24/11/2016,AC,Acre,Manoel Urbano,8641,0,500,500,1.39
3,1623,1.39,29/06/2016,04/01/2017,PR,Parana,Nova Alianca do Ivai,1518,0,500,500,1.39
3,1627,1.38,25/07/2016,20/11/2016,GO,Goias,Joviania,7422,0,500,500,1.38
3,1627,1.38,19/07/2016,20/09/2016,GO,Goias,Caldas Novas,81477,0,500,500,1.38
3,1627,1.38,17/07/2016,20/09/2016,GO,Goias,Campestre de Goias,3581,0,500,500,1.38
3,1627,1.38,19/07/2016,20/09/2016,GO,Goias,Cocalzinho de Goias,19115,0,500,500,1.38
3,1627,1.38,19/07/2016,04/01/2017,GO,Goias,Cezarina,8210,0,500,500,1.38
3,1627,1.38,13/07/2016,06/10/2016,GO,Goias,Alexania,26135,0,500,500,1.38
3,1627,1.38,14/07/2016,04/01/2017,GO,Goias,Bom Jesus de Goias,23257,0,500,500,1.38
3,1627,1.38,12/08/2016,22/09/2016,CE,Ceara,Abaiara,11357,0,500,500,1.38
3,1627,1.38,03/08/2016,19/11/2016,CE,Ceara,Cruz,23677,0,500,500,1.38
3,1627,1.38,01/08/2016,12/12/2016,ES,Espirito Santo,Mucurici,5885,0,500,500,1.38
3,1627,1.38,01/08/2016,26/09/2016,MA,Maranhao,Passagem Franca,18549,0,500,500,1.38
3,1627,1.38,29/07/2016,20/11/2016,MA,Maranhao,Montes Altos,9026,0,500,500,1.38
3,1627,1.38,25/07/2016,28/09/2016,MA,Maranhao,Sao Francisco do Maranhao,11966,0,500,500,1.38
3,1627,1.38,04/07/2016,21/11/2016,MG,Minas Gerais,Abadia dos Dourados,7015,0,500,500,1.38
3,1627,1.38,13/07/2016,26/09/2016,MG,Minas Gerais,Arinos,18221,0,500,500,1.38
3,1627,1.38,18/07/2016,07/11/2016,RS,Rio Grande do Sul,Pantano Grande,9932,0,500,500,1.38
3,1627,1.38,25/07/2016,07/11/2016,RS,Rio Grande do Sul,Rosario do Sul,40773,0,500,500,1.38
3,1627,1.38,13/07/2016,16/09/2016,MG,Minas Gerais,Buritis,24351,0,500,500,1.38
3,1627,1.38,06/07/2016,15/09/2016,MG,Minas Gerais,Brasilia de Minas,32564,0,500,500,1.38
3,1627,1.38,22/08/2016,16/11/2016,RN,Rio Grande do Norte,Poco Branco,15139,0,500,500,1.38
3,1627,1.38,23/08/2016,02/01/2017,RN,Rio Grande do Norte,Sao Goncalo do Amarante,98260,0,500,500,1.38
3,1627,1.38,14/07/2016,03/10/2016,AP,Amapa,Pracuuba,4531,0,500,500,1.38
3,1627,1.38,30/06/2016,19/09/2016,RS,Rio Grande do Sul,Tres Arroios,2873,0,500,500,1.38
3,1627,1.38,07/07/2016,24/11/2016,SP,Sao Paulo,Francisco Morato,168243,0,500,500,1.38
3,1627,1.38,05/07/2016,24/11/2016,SP,Sao Paulo,Estiva Gerbi,10873,0,500,500,1.38
3,1627,1.38,29/06/2016,24/11/2016,SP,Sao Paulo,Conchal,27132,0,500,500,1.38
3,1627,1.38,18/07/2016,24/11/2016,SP,Sao Paulo,Leme,99388,0,500,500,1.38
3,1627,1.38,15/07/2016,24/11/2016,SP,Sao Paulo,Ituverava,40994,0,500,500,1.38
3,1627,1.38,13/07/2016,08/09/2016,SP,Sao Paulo,Itatinga,19738,0,500,500,1.38
3,1627,1.38,07/07/2016,10/10/2016,SP,Sao Paulo,Indiana,4941,0,500,500,1.38
3,1627,1.38,25/07/2016,17/11/2016,RO,Rondonia,Cabixi,6355,0,500,500,1.38
3,1627,1.38,22/08/2016,17/11/2016,RN,Rio Grande do Norte,Taipu,12366,0,500,500,1.38
3,1627,1.38,22/08/2016,02/01/2017,RN,Rio Grande do Norte,Timbauba dos Batistas,2418,0,500,500,1.38
3,1627,1.38,15/07/2016,17/11/2016,RO,Rondonia,Alta Floresta D'Oeste,25578,0,500,500,1.38
3,1627,1.38,12/07/2016,23/11/2016,SE,Sergipe,Simao Dias,40526,0,500,500,1.38
3,1627,1.38,12/07/2016,10/01/2017,SE,Sergipe,Telha,3170,0,500,500,1.38
3,1627,1.38,28/06/2016,07/10/2016,SP,Sao Paulo,Aracariguama,20114,0,500,500,1.38
3,1627,1.38,12/07/2016,24/11/2016,AC,Acre,Feijo,32385,0,500,500,1.38
3,1627,1.38,14/07/2016,14/10/2016,AL,Alagoas,Campo Alegre,56430,0,500,500,1.38
3,1627,1.38,14/07/2016,07/10/2016,AL,Alagoas,Cajueiro,21355,0,500,500,1.38
3,1627,1.38,23/08/2016,12/12/2016,PE,Pernambuco,Betania,12539,0,500,500,1.38
3,1627,1.38,25/08/2016,13/09/2016,PE,Pernambuco,Barra de Guabiraba,13953,0,500,500,1.38
3,1627,1.38,11/07/2016,03/01/2017,ES,Espirito Santo,Barra de Sao Francisco,44599,0,500,500,1.38
3,1627,1.38,01/08/2016,26/09/2016,ES,Espirito Santo,Ibitirama,9386,0,500,500,1.38
3,1627,1.38,01/08/2016,19/11/2016,ES,Espirito Santo,Guacui,30685,0,500,500,1.38
3,1627,1.38,16/08/2016,30/09/2016,BA,Bahia,Laje,23904,0,500,500,1.38
3,1627,1.38,09/08/2016,22/09/2016,CE,Ceara,Ibicuitinga,12130,0,500,500,1.38
3,1627,1.38,03/07/2016,05/10/2016,AL,Alagoas,Maribondo,13665,0,500,500,1.38
3,1627,1.38,03/07/2016,24/11/2016,AL,Alagoas,Matriz de Camaragibe,25008,0,500,500,1.38
3,1627,1.38,19/07/2016,07/10/2016,AL,Alagoas,Joaquim Gomes,24061,0,500,500,1.38
3,1627,1.38,19/07/2016,24/11/2016,AL,Alagoas,Jundia,4269,0,500,500,1.38
3,1627,1.38,18/07/2016,24/11/2016,AL,Alagoas,Japaratinga,8350,0,500,500,1.38
3,1627,1.38,03/07/2016,27/09/2016,AL,Alagoas,Olho d'Agua Grande,5178,0,500,500,1.38
3,1627,1.38,03/07/2016,29/09/2016,AL,Alagoas,Piacabucu,18011,0,500,500,1.38
3,1627,1.38,03/07/2016,29/09/2016,AL,Alagoas,Piranhas,24950,0,500,500,1.38
3,1627,1.38,04/07/2016,04/10/2016,AL,Alagoas,Sao Bras,7034,0,500,500,1.38
3,1627,1.38,16/08/2016,07/10/2016,PI,Piaui,Dirceu Arcoverde,6862,0,500,500,1.38
3,1627,1.38,16/08/2016,07/10/2016,PI,Piaui,Dom Inocencio,9387,0,500,500,1.38
3,1627,1.38,17/08/2016,10/10/2016,PI,Piaui,Guaribas,4478,0,500,500,1.38
3,1627,1.38,17/08/2016,10/10/2016,PI,Piaui,Fartura do Piaui,5199,0,500,500,1.38
3,1627,1.38,17/08/2016,10/10/2016,PI,Piaui,Flores do Piaui,4394,0,500,500,1.38
3,1627,1.38,04/07/2016,10/10/2016,AL,Alagoas,Sao Miguel dos Campos,60539,0,500,500,1.38
3,1627,1.38,11/07/2016,20/09/2016,BA,Bahia,Presidente Tancredo Neves,27505,0,500,500,1.38
3,1627,1.38,08/07/2016,16/09/2016,BA,Bahia,Planaltino,9473,0,500,500,1.38
3,1627,1.38,06/07/2016,13/09/2016,BA,Bahia,Mutuipe,22833,0,500,500,1.38
3,1627,1.38,03/08/2016,05/01/2017,PE,Pernambuco,Trindade,29519,0,500,500,1.38
3,1627,1.38,08/08/2016,30/09/2016,PI,Piaui,Bocaina,4436,0,500,500,1.38
3,1627,1.38,17/08/2016,29/09/2016,PI,Piaui,Barra D'Alcantara,3887,0,500,500,1.38
3,1627,1.38,05/08/2016,29/09/2016,PI,Piaui,Aroazes,5763,0,500,500,1.38
3,1627,1.38,29/06/2016,14/01/2017,SP,Sao Paulo,Ubarana,5910,0,500,500,1.38
3,1627,1.38,29/06/2016,14/01/2017,SP,Sao Paulo,Vargem Grande do Sul,41807,0,500,500,1.38
3,1627,1.38,16/08/2016,30/09/2016,PE,Pernambuco,Sao Joao,22403,0,500,500,1.38
3,1627,1.38,01/08/2016,17/09/2016,PE,Pernambuco,Sao Jose da Coroa Grande,20335,0,500,500,1.38
3,1627,1.38,02/08/2016,18/11/2016,SP,Sao Paulo,Sao Manuel,40367,0,500,500,1.38
3,1627,1.38,12/08/2016,18/09/2016,PI,Piaui,Patos do Piaui,6257,0,500,500,1.38
3,1627,1.38,12/08/2016,18/09/2016,PI,Piaui,Pau D'Arco do Piaui,3937,0,500,500,1.38
3,1627,1.38,15/07/2016,16/09/2016,SP,Sao Paulo,Pinhalzinho,14423,0,500,500,1.38
3,1627,1.38,10/08/2016,11/10/2016,PI,Piaui,Murici dos Portelas,8903,0,500,500,1.38
3,1627,1.38,10/08/2016,05/01/2017,PI,Piaui,Nossa Senhora dos Remedios,8491,0,500,500,1.38
3,1627,1.38,11/08/2016,27/09/2016,PI,Piaui,Paqueta,3900,0,500,500,1.38
3,1627,1.38,18/08/2016,27/09/2016,PI,Piaui,Padre Marcos,6748,0,500,500,1.38
3,1627,1.38,26/07/2016,22/09/2016,TO,Tocantins,Novo Jardim,2650,0,500,500,1.38
3,1627,1.38,27/06/2016,10/10/2016,TO,Tocantins,Palmeiropolis,7645,0,500,500,1.38
3,1627,1.38,29/06/2016,19/12/2016,TO,Tocantins,Dianopolis,21167,0,500,500,1.38
3,1627,1.38,29/06/2016,19/09/2016,TO,Tocantins,Ipueiras,1881,0,500,500,1.38
3,1627,1.38,29/06/2016,14/01/2017,TO,Tocantins,Esperantina,10506,0,500,500,1.38
3,1627,1.38,28/07/2016,21/11/2016,GO,Goias,Nova Aurora,2181,0,500,500,1.38
3,1627,1.38,12/08/2016,13/12/2016,PR,Parana,Faxinal,17160,0,500,500,1.38
3,1627,1.38,29/07/2016,13/12/2016,PR,Parana,Doutor Camargo,6047,0,500,500,1.38
3,1627,1.38,19/07/2016,24/11/2016,PR,Parana,Boa Esperanca,4478,0,500,500,1.38
3,1627,1.38,15/07/2016,04/01/2017,PR,Parana,Abatia,7823,0,500,500,1.38
3,1627,1.38,14/07/2016,09/12/2016,PI,Piaui,Tamboril do Piaui,2851,0,500,500,1.38
3,1627,1.38,30/06/2016,23/09/2016,MG,Minas Gerais,Grao Mogol,15805,0,500,500,1.38
3,1627,1.38,30/06/2016,22/09/2016,MG,Minas Gerais,Fronteira dos Vales,4754,0,500,500,1.38
3,1627,1.38,28/06/2016,18/11/2016,MG,Minas Gerais,Corinto,24432,0,500,500,1.38
3,1627,1.38,28/06/2016,02/12/2016,MG,Minas Gerais,Coromandel,28456,0,500,500,1.38
3,1627,1.38,17/08/2016,21/09/2016,MG,Minas Gerais,Cedro do Abaete,1218,0,500,500,1.38
3,1627,1.38,28/06/2016,21/09/2016,MG,Minas Gerais,Diogo de Vasconcelos,3923,0,500,500,1.38
3,1627,1.38,29/06/2016,22/09/2016,MG,Minas Gerais,Estiva,11371,0,500,500,1.38
3,1627,1.38,27/07/2016,22/09/2016,MA,Maranhao,Dom Pedro,22881,0,500,500,1.38
3,1627,1.38,28/07/2016,22/09/2016,MA,Maranhao,Goncalves Dias,17579,0,500,500,1.38
3,1627,1.38,28/07/2016,22/09/2016,MA,Maranhao,Governador Edison Lobao,17747,0,500,500,1.38
3,1627,1.38,28/07/2016,22/09/2016,MA,Maranhao,Itaipava do Grajau,15609,0,500,500,1.38
3,1627,1.38,22/07/2016,21/09/2016,GO,Goias,Varjao,3827,0,500,500,1.38
3,1627,1.38,28/07/2016,20/11/2016,GO,Goias,Ouro Verde de Goias,4016,0,500,500,1.38
3,1627,1.38,29/07/2016,20/09/2016,GO,Goias,Santa Tereza de Goias,3814,0,500,500,1.38
3,1627,1.38,14/07/2016,06/10/2016,PA,Para,Novo Repartimento,70835,0,500,500,1.38
3,1627,1.38,22/08/2016,02/01/2017,RN,Rio Grande do Norte,Parau,3891,0,500,500,1.38
3,1627,1.38,22/08/2016,16/11/2016,RN,Rio Grande do Norte,Nova Cruz,37395,0,500,500,1.38
3,1627,1.38,18/07/2016,06/10/2016,PA,Para,Ponta de Pedras,29160,0,500,500,1.38
3,1627,1.38,17/08/2016,14/11/2016,PA,Para,Sao Domingos do Araguaia,24451,0,500,500,1.38
3,1627,1.38,02/08/2016,10/11/2016,SC,Santa Catarina,Salete,7594,0,500,500,1.38
3,1627,1.38,13/07/2016,06/10/2016,MG,Minas Gerais,Muriae,107263,0,500,500,1.38
3,1627,1.38,28/06/2016,23/11/2016,SE,Sergipe,Santa Rosa de Lima,3913,0,500,500,1.38
3,1627,1.38,12/07/2016,27/12/2016,RJ,Rio de Janeiro,Cambuci,14836,0,500,500,1.38
3,1627,1.38,28/06/2016,06/10/2016,SE,Sergipe,Pedra Mole,3199,0,500,500,1.38
3,1627,1.38,12/08/2016,04/01/2017,RJ,Rio de Janeiro,Santo Antonio de Padua,41178,0,500,500,1.38
3,1627,1.38,06/07/2016,20/11/2016,RJ,Rio de Janeiro,Miguel Pereira,24842,0,500,500,1.38
3,1627,1.38,07/07/2016,04/01/2017,RJ,Rio de Janeiro,Miracema,26665,0,500,500,1.38
3,1627,1.38,08/08/2016,29/12/2016,RN,Rio Grande do Norte,Florania,9254,0,500,500,1.38
3,1627,1.38,14/07/2016,08/12/2016,PI,Piaui,Sao Jose do Piaui,6610,0,500,500,1.38
3,1627,1.38,14/07/2016,08/12/2016,PI,Piaui,Sao Jose do Divino,5246,0,500,500,1.38
3,1627,1.38,28/07/2016,04/10/2016,MT,Mato Grosso,Gaucha do Norte,7036,0,500,500,1.38
3,1627,1.38,12/08/2016,04/10/2016,PA,Para,Xinguara,42833,0,500,500,1.38
3,1627,1.38,09/08/2016,05/10/2016,MS,Mato Grosso do Sul,Figueirao,3012,0,500,500,1.38
3,1627,1.38,02/08/2016,04/10/2016,BA,Bahia,Umburanas,19055,0,500,500,1.38
3,1627,1.38,08/07/2016,05/10/2016,BA,Bahia,Prado,29218,0,500,500,1.38
3,1627,1.38,12/07/2016,29/09/2016,BA,Bahia,Santa Brigida,15100,0,500,500,1.38
3,1627,1.38,12/07/2016,29/09/2016,BA,Bahia,Rio do Antonio,15628,0,500,500,1.38
3,1627,1.38,01/08/2016,21/11/2016,BA,Bahia,Sao Domingos,9877,0,500,500,1.38
3,1627,1.38,06/07/2016,15/11/2016,MS,Mato Grosso do Sul,Nova Alvorada do Sul,19656,0,500,500,1.38
3,1627,1.38,20/07/2016,18/11/2016,SP,Sao Paulo,Rubiacea,2983,0,500,500,1.38
3,1627,1.38,08/07/2016,23/11/2016,MS,Mato Grosso do Sul,Sete Quedas,10832,0,500,500,1.38
3,1627,1.38,04/08/2016,13/01/2017,RO,Rondonia,Presidente Medici,22557,0,500,500,1.38
3,1627,1.38,28/06/2016,04/11/2016,RO,Rondonia,Sao Francisco do Guapore,19002,0,500,500,1.38
3,1627,1.38,28/06/2016,04/11/2016,RO,Rondonia,Seringueiras,12581,0,500,500,1.38
3,1627,1.38,29/06/2016,12/01/2017,RR,Roraima,Caracarai,20261,0,500,500,1.38
3,1627,1.38,28/06/2016,15/09/2016,RR,Roraima,Iracema,10320,0,500,500,1.38
