rodada,posicao_ebt,nota,dt_inicio_avaliacao,dt_fim_avaliacao,uf,nome_uf,municipio,populacao,pontos_resposta_perguntas,pontos_transp_passiva,total_pontos,nota_1
1,1,10.00,29/01/2015,12/03/2015,SC,Santa Catarina,Apiuna,10211,1000,2700,3600,10.00
1,1,10.00,01/04/2015,24/04/2015,SP,Sao Paulo,Sao Paulo,11895893,1000,2700,3600,10.00
1,3,9.58,19/01/2015,17/03/2015,PB,Paraiba,Nazarezinho,7330,1000,2700,3450,9.58
1,4,9.44,05/02/2015,12/03/2015,SC,Santa Catarina,Correia Pinto,14063,1000,2500,3400,9.44
1,4,9.44,05/02/2015,12/03/2015,SC,Santa Catarina,Frei Rogerio,2301,1000,2500,3400,9.44
1,6,9.31,01/04/2015,24/04/2015,PR,Parana,Curitiba,1864416,1000,2450,3350,9.31
1,7,9.17,06/02/2015,16/03/2015,SC,Santa Catarina,Imbuia,5993,1000,2500,3300,9.17
1,8,8.89,31/03/2015,23/04/2015,DF,Distrito Federal,Brasilia,2852372,700,2300,3200,8.89
1,9,8.75,01/04/2015,27/04/2015,PE,Pernambuco,Recife,1608488,700,2250,3150,8.75
1,10,8.61,31/03/2015,23/04/2015,CE,Ceara,Fortaleza,2571896,1000,2200,3100,8.61
1,11,8.47,22/01/2015,17/03/2015,PB,Paraiba,Sao Jose do Sabugi,4114,700,2150,3050,8.47
1,11,8.47,01/04/2015,24/04/2015,PB,Paraiba,Joao Pessoa,780738,700,2150,3050,8.47
1,11,8.47,01/04/2015,24/04/2015,SC,Santa Catarina,Florianopolis,461524,700,2400,3050,8.47
1,14,8.33,22/01/2015,17/03/2015,PB,Paraiba,Taperoa,15284,700,2250,3000,8.33
1,15,8.19,02/02/2015,16/03/2015,SC,Santa Catarina,Monte Carlo,9650,700,2050,2950,8.19
1,15,8.19,29/01/2015,12/03/2015,SC,Santa Catarina,Bombinhas,16897,700,2050,2950,8.19
1,15,8.19,13/01/2015,17/03/2015,RS,Rio Grande do Sul,Sao Paulo das Missoes,6385,1000,2200,2950,8.19
1,18,7.92,31/03/2015,23/04/2015,RS,Rio Grande do Sul,Porto Alegre,1472482,700,1950,2850,7.92
1,18,7.92,31/03/2015,23/04/2015,MG,Minas Gerais,Belo Horizonte,2491109,400,1950,2850,7.92
1,20,7.78,01/04/2015,24/04/2015,GO,Goias,Goiania,1412364,700,2050,2800,7.78
1,20,7.78,31/03/2015,24/04/2015,AC,Acre,Rio Branco,363928,700,1900,2800,7.78
1,22,7.64,21/01/2015,17/03/2015,PE,Pernambuco,Saire,10633,1000,2200,2750,7.64
1,22,7.64,01/04/2015,24/04/2015,RN,Rio Grande do Norte,Natal,862044,400,2000,2750,7.64
1,22,7.64,05/02/2015,17/03/2015,RS,Rio Grande do Sul,Camargo,2710,1000,2500,2750,7.64
1,25,7.36,21/01/2015,17/03/2015,RS,Rio Grande do Sul,Imigrante,3141,700,1900,2650,7.36
1,25,7.36,28/01/2015,17/03/2015,RS,Rio Grande do Sul,Muitos Capoes,3127,1000,2000,2650,7.36
1,25,7.36,13/01/2015,18/03/2015,RS,Rio Grande do Sul,Tio Hugo,2893,700,1750,2650,7.36
1,28,6.94,06/02/2015,16/03/2015,SC,Santa Catarina,Vargeao,3590,400,1600,2500,6.94
1,29,6.81,01/04/2015,24/04/2015,MS,Mato Grosso do Sul,Campo Grande,843120,400,1800,2450,6.81
1,30,6.67,01/04/2015,24/04/2015,BA,Bahia,Salvador,2902927,200,1500,2400,6.67
1,31,6.25,13/01/2015,17/03/2015,RS,Rio Grande do Sul,Sao Sepe,24448,400,1500,2250,6.25
1,32,6.11,12/01/2015,17/03/2015,RS,Rio Grande do Sul,Pejucara,4062,1000,2200,2200,6.11
1,32,6.11,20/01/2015,17/03/2015,RS,Rio Grande do Sul,Forquetinha,2532,1000,2200,2200,6.11
1,32,6.11,12/01/2015,10/03/2015,SP,Sao Paulo,Alto Alegre,4183,1000,2200,2200,6.11
1,32,6.11,20/01/2015,05/03/2015,MS,Mato Grosso do Sul,Terenos,19434,1000,2200,2200,6.11
1,36,5.56,24/02/2015,19/03/2015,SP,Sao Paulo,Ribeirao Bonito,12831,1000,2000,2000,5.56
1,36,5.56,12/01/2015,17/03/2015,RS,Rio Grande do Sul,Picada Cafe,5498,400,1250,2000,5.56
1,38,5.42,12/01/2015,17/03/2015,RS,Rio Grande do Sul,Nova Petropolis,20275,200,1300,1950,5.42
1,39,5.28,04/02/2015,12/03/2015,SC,Santa Catarina,Campo Ere,9098,0,1000,1900,5.28
1,39,5.28,06/02/2015,16/03/2015,SC,Santa Catarina,Presidente Getulio,16210,0,1000,1900,5.28
1,39,5.28,05/02/2015,25/03/2015,SC,Santa Catarina,Lauro Muller,14919,0,1000,1900,5.28
1,39,5.28,02/02/2015,16/03/2015,SC,Santa Catarina,Luzerna,5700,0,1000,1900,5.28
1,39,5.28,01/04/2015,24/04/2015,MT,Mato Grosso,Cuiaba,575480,200,1000,1900,5.28
1,39,5.28,20/01/2015,16/03/2015,PB,Paraiba,Assuncao,3782,0,1000,1900,5.28
1,39,5.28,26/01/2015,16/03/2015,MG,Minas Gerais,Goncalves,4381,700,1900,1900,5.28
1,46,5.00,01/04/2015,24/04/2015,ES,Espirito Santo,Vitoria,352104,0,900,1800,5.00
1,46,5.00,31/03/2015,27/04/2015,AM,Amazonas,Manaus,2020301,0,900,1800,5.00
1,46,5.00,31/03/2015,23/04/2015,TO,Tocantins,Palmas,265409,200,900,1800,5.00
1,49,4.86,27/01/2015,16/03/2015,SC,Santa Catarina,Ibicare,3336,0,1000,1750,4.86
1,50,4.72,28/01/2015,17/03/2015,RS,Rio Grande do Sul,Nao-Me-Toque,16894,200,900,1700,4.72
1,50,4.72,31/03/2015,24/04/2015,RJ,Rio de Janeiro,Rio de Janeiro,6453682,0,1000,1700,4.72
1,52,4.44,26/01/2015,17/03/2015,MG,Minas Gerais,Morada Nova de Minas,8712,400,1600,1600,4.44
1,52,4.44,01/04/2015,24/04/2015,SE,Sergipe,Aracaju,623766,400,1600,1600,4.44
1,54,4.31,24/02/2015,20/03/2015,SP,Sao Paulo,Sabino,5477,700,1550,1550,4.31
1,55,04.03,23/02/2015,18/03/2015,SP,Sao Paulo,Pontal,45119,0,700,1450,04.03
1,55,04.03,28/01/2015,17/03/2015,RS,Rio Grande do Sul,Nonoai,12321,0,700,1450,04.03
1,55,04.03,28/01/2015,17/03/2015,RS,Rio Grande do Sul,Mucum,4980,0,700,1450,04.03
1,55,04.03,19/01/2015,06/03/2015,MS,Mato Grosso do Sul,Pedro Gomes,7850,0,700,1450,04.03
1,55,04.03,16/01/2015,17/03/2015,MT,Mato Grosso,Tapurah,11950,0,700,1450,04.03
1,55,04.03,20/01/2015,04/03/2015,MT,Mato Grosso,Nova Canaa do Norte,12330,0,700,1450,04.03
1,61,3.89,21/01/2015,16/03/2015,PB,Paraiba,Monte Horebe,4724,0,700,1400,3.89
1,61,3.89,16/01/2015,17/03/2015,RS,Rio Grande do Sul,Candido Godoi,6631,0,500,1400,3.89
1,61,3.89,25/02/2015,20/03/2015,SP,Sao Paulo,Santa Gertrudes,24272,0,1400,1400,3.89
1,61,3.89,04/02/2015,16/03/2015,SC,Santa Catarina,Orleans,22311,0,500,1400,3.89
1,65,3.61,01/04/2015,24/04/2015,PI,Piaui,Teresina,840600,0,600,1300,3.61
1,66,3.47,20/01/2015,05/03/2015,MT,Mato Grosso,Campinapolis,14971,0,500,1250,3.47
1,67,3.33,12/02/2015,16/03/2015,PE,Pernambuco,Santa Filomena,14076,0,1200,1200,3.33
1,67,3.33,11/02/2015,17/03/2015,CE,Ceara,Carnaubal,17374,0,1200,1200,3.33
1,67,3.33,14/01/2015,10/03/2015,SP,Sao Paulo,Casa Branca,29739,0,1200,1200,3.33
1,70,03.06,13/01/2015,17/03/2015,RS,Rio Grande do Sul,Santo Expedito do Sul,2494,0,1100,1100,03.06
1,70,03.06,26/01/2015,17/03/2015,MG,Minas Gerais,Monte Santo de Minas,21897,0,400,1100,03.06
1,72,2.78,24/02/2015,19/03/2015,MG,Minas Gerais,Alvarenga,4343,0,1000,1000,2.78
1,72,2.78,20/01/2015,05/03/2015,MT,Mato Grosso,Cotriguacu,17209,0,1000,1000,2.78
1,72,2.78,21/01/2015,16/03/2015,PB,Paraiba,Manaira,11037,0,1000,1000,2.78
1,72,2.78,20/01/2015,16/03/2015,PB,Paraiba,Desterro,8225,0,1000,1000,2.78
1,72,2.78,20/01/2015,16/03/2015,PB,Paraiba,Dona Ines,10495,0,1000,1000,2.78
1,72,2.78,29/01/2015,12/03/2015,SC,Santa Catarina,Bocaina do Sul,3408,0,1000,1000,2.78
1,72,2.78,29/01/2015,12/03/2015,SC,Santa Catarina,Bom Retiro,9498,0,1000,1000,2.78
1,72,2.78,20/01/2015,17/03/2015,RS,Rio Grande do Sul,Gentil,1714,0,1000,1000,2.78
1,72,2.78,14/01/2015,11/03/2015,SP,Sao Paulo,Cerqueira Cesar,18909,0,1000,1000,2.78
1,72,2.78,03/02/2015,16/03/2015,SC,Santa Catarina,Paial,1668,0,1000,1000,2.78
1,72,2.78,06/02/2015,16/03/2015,SC,Santa Catarina,Tunapolis,4644,0,1000,1000,2.78
1,72,2.78,04/02/2015,12/03/2015,SC,Santa Catarina,Campo Belo do Sul,7358,0,1000,1000,2.78
1,72,2.78,05/02/2015,16/03/2015,SC,Santa Catarina,Lindoia do Sul,4659,0,1000,1000,2.78
1,72,2.78,19/02/2015,18/03/2015,SP,Sao Paulo,Nipoa,4753,0,1000,1000,2.78
1,72,2.78,19/02/2015,18/03/2015,SP,Sao Paulo,Paranapanema,19164,0,1000,1000,2.78
1,72,2.78,14/01/2015,11/03/2015,SP,Sao Paulo,Floreal,3027,0,1000,1000,2.78
1,88,2.5,11/02/2015,26/03/2015,SP,Sao Paulo,Ipigua,4941,0,900,900,2.5
1,88,2.5,31/03/2015,23/04/2015,RR,Roraima,Boa Vista,314900,0,0,900,2.5
1,88,2.5,14/01/2015,16/03/2015,RN,Rio Grande do Norte,Passagem,3057,0,900,900,2.5
1,88,2.5,12/01/2015,18/03/2015,RS,Rio Grande do Sul,Taquari,27084,0,0,900,2.5
1,88,2.5,20/02/2015,18/03/2015,SP,Sao Paulo,Piquete,14199,0,900,900,2.5
1,88,2.5,19/01/2015,06/03/2015,MS,Mato Grosso do Sul,Inocencia,7687,0,900,900,2.5
1,88,2.5,21/01/2015,17/03/2015,PE,Pernambuco,Passira,29031,0,900,900,2.5
1,88,2.5,29/01/2015,16/03/2015,ES,Espirito Santo,Boa Esperanca,15244,0,0,900,2.5
1,96,2.22,26/01/2015,18/03/2015,BA,Bahia,Buritirama,21418,0,0,800,2.22
1,96,2.22,01/04/2015,24/04/2015,PR,Parana,Morretes,16381,0,800,800,2.22
1,96,2.22,13/01/2015,16/03/2015,MG,Minas Gerais,Pedralva,11652,0,0,800,2.22
1,96,2.22,03/02/2015,12/03/2015,SC,Santa Catarina,Botuvera,4864,0,800,800,2.22
1,96,2.22,28/01/2015,17/03/2015,RS,Rio Grande do Sul,Montauri,1562,0,800,800,2.22
1,101,02.08,14/01/2015,18/03/2015,RS,Rio Grande do Sul,Uniao da Serra,1434,0,0,750,02.08
1,101,02.08,20/01/2015,16/03/2015,PB,Paraiba,Barra de Santana,8300,0,500,750,02.08
1,101,02.08,15/01/2015,17/03/2015,MT,Mato Grosso,Sao Jose do Povo,3782,0,0,750,02.08
1,101,02.08,31/03/2015,23/04/2015,PA,Para,Belem,1432844,0,300,750,02.08
1,105,1.94,15/01/2015,17/03/2015,MT,Mato Grosso,Sao Jose do Rio Claro,18701,0,700,700,1.94
1,105,1.94,20/01/2015,05/03/2015,MT,Mato Grosso,Nova Olimpia,18704,0,700,700,1.94
1,105,1.94,20/01/2015,16/03/2015,PB,Paraiba,Camalau,5945,0,0,700,1.94
1,105,1.94,22/01/2015,17/03/2015,PB,Paraiba,Soledade,14569,0,700,700,1.94
1,105,1.94,26/01/2015,17/03/2015,MG,Minas Gerais,Novo Oriente de Minas,10773,0,700,700,1.94
1,105,1.94,15/01/2015,17/03/2015,MG,Minas Gerais,Sao Goncalo do Rio Abaixo,10488,0,700,700,1.94
1,105,1.94,16/01/2015,10/03/2015,MG,Minas Gerais,Sao Tomas de Aquino,7248,0,700,700,1.94
1,105,1.94,19/01/2015,10/03/2015,MG,Minas Gerais,Serranos,2033,0,700,700,1.94
1,105,1.94,19/01/2015,10/03/2015,MG,Minas Gerais,Tapira,4484,0,700,700,1.94
1,105,1.94,31/03/2015,24/04/2015,PR,Parana,Jardim Alegre,12280,0,700,700,1.94
1,105,1.94,21/01/2015,17/03/2015,PE,Pernambuco,Paranatama,11449,0,700,700,1.94
1,105,1.94,05/02/2015,17/03/2015,PR,Parana,Guapirama,3959,0,700,700,1.94
1,105,1.94,16/01/2015,17/03/2015,AM,Amazonas,Canutama,14944,0,700,700,1.94
1,105,1.94,13/01/2015,17/03/2015,BA,Bahia,Anguera,11209,0,700,700,1.94
1,105,1.94,26/01/2015,18/03/2015,BA,Bahia,Coribe,15000,0,700,700,1.94
1,105,1.94,16/01/2015,17/03/2015,AM,Amazonas,Fonte Boa,21295,0,700,700,1.94
1,105,1.94,28/01/2015,18/03/2015,BA,Bahia,Elisio Medrado,8420,0,700,700,1.94
1,105,1.94,28/01/2015,18/03/2015,BA,Bahia,Ibicarai,24303,0,700,700,1.94
1,105,1.94,28/01/2015,18/03/2015,BA,Bahia,Ibirapua,8671,0,700,700,1.94
1,105,1.94,03/02/2015,18/03/2015,BA,Bahia,Ibotirama,27405,0,700,700,1.94
1,105,1.94,15/01/2015,17/03/2015,AM,Amazonas,Rio Preto da Eva,29771,0,700,700,1.94
1,105,1.94,22/01/2015,13/03/2015,BA,Bahia,Serrolandia,13308,0,700,700,1.94
1,105,1.94,22/01/2015,13/03/2015,BA,Bahia,Santa Ines,11186,0,700,700,1.94
1,105,1.94,06/02/2015,16/03/2015,BA,Bahia,Tanque Novo,17601,0,700,700,1.94
1,105,1.94,03/02/2015,18/03/2015,BA,Bahia,Itagimirim,7384,0,700,700,1.94
1,105,1.94,03/02/2015,18/03/2015,BA,Bahia,Itarantim,19968,0,700,700,1.94
1,105,1.94,28/01/2015,18/03/2015,BA,Bahia,Jacaraci,15380,0,700,700,1.94
1,105,1.94,21/01/2015,13/03/2015,BA,Bahia,Nova Canaa,17048,0,700,700,1.94
1,105,1.94,21/01/2015,13/03/2015,BA,Bahia,Paripiranga,29769,0,700,700,1.94
1,105,1.94,21/01/2015,13/03/2015,BA,Bahia,Presidente Dutra,14672,0,700,700,1.94
1,105,1.94,27/01/2015,05/03/2015,MG,Minas Gerais,Chapada do Norte,15648,0,700,700,1.94
1,105,1.94,29/01/2015,17/03/2015,GO,Goias,Aurilandia,3553,0,700,700,1.94
1,105,1.94,24/02/2015,19/03/2015,MG,Minas Gerais,Arceburgo,10262,0,700,700,1.94
1,105,1.94,13/01/2015,18/03/2015,RS,Rio Grande do Sul,Travesseiro,2388,0,700,700,1.94
1,105,1.94,29/01/2015,12/03/2015,SC,Santa Catarina,Armazem,8251,0,700,700,1.94
1,105,1.94,03/02/2015,17/03/2015,RS,Rio Grande do Sul,Nova Bassano,9412,0,700,700,1.94
1,105,1.94,12/01/2015,17/03/2015,RS,Rio Grande do Sul,Novo Machado,3866,0,700,700,1.94
1,105,1.94,13/01/2015,17/03/2015,RS,Rio Grande do Sul,Santa Clara do Sul,6127,0,700,700,1.94
1,105,1.94,26/01/2015,17/03/2015,RS,Rio Grande do Sul,Liberato Salzano,5789,0,700,700,1.94
1,105,1.94,21/01/2015,17/03/2015,RS,Rio Grande do Sul,Independencia,6682,0,700,700,1.94
1,105,1.94,16/01/2015,17/03/2015,RS,Rio Grande do Sul,Capao do Cipo,3354,0,700,700,1.94
1,105,1.94,01/04/2015,24/04/2015,RS,Rio Grande do Sul,Campina das Missoes,6112,0,700,700,1.94
1,105,1.94,15/01/2015,17/03/2015,RS,Rio Grande do Sul,Candelaria,31407,0,700,700,1.94
1,105,1.94,01/04/2015,24/04/2015,PR,Parana,Pinhalao,6417,0,700,700,1.94
1,105,1.94,28/01/2015,17/03/2015,RO,Rondonia,Alvorada D'Oeste,17228,0,700,700,1.94
1,105,1.94,28/01/2015,17/03/2015,RO,Rondonia,Monte Negro,15710,0,700,700,1.94
1,105,1.94,30/01/2015,17/03/2015,RO,Rondonia,Parecis,5589,0,700,700,1.94
1,105,1.94,16/01/2015,11/03/2015,SP,Sao Paulo,Guarei,16513,0,700,700,1.94
1,105,1.94,25/02/2015,23/03/2015,SP,Sao Paulo,Santa Salete,1517,0,700,700,1.94
1,105,1.94,24/02/2015,19/03/2015,SP,Sao Paulo,Riolandia,11600,0,700,700,1.94
1,105,1.94,13/02/2015,16/03/2015,SP,Sao Paulo,Ubarana,5822,0,700,700,1.94
1,105,1.94,14/01/2015,10/03/2015,SP,Sao Paulo,Barra do Chapeu,5550,0,700,700,1.94
1,105,1.94,14/01/2015,10/03/2015,SP,Sao Paulo,Brotas,23192,0,700,700,1.94
1,105,1.94,13/01/2015,09/03/2015,SE,Sergipe,Sao Francisco,3777,0,700,700,1.94
1,105,1.94,14/01/2015,09/03/2015,SE,Sergipe,Gracho Cardoso,5836,0,700,700,1.94
1,160,1.67,15/01/2015,17/03/2015,PA,Para,Rio Maria,17755,0,600,600,1.67
1,161,1.53,13/01/2015,10/03/2015,SP,Sao Paulo,Angatuba,23917,0,0,550,1.53
1,162,1.39,13/01/2015,10/03/2015,SP,Sao Paulo,Aspasia,1851,0,500,500,1.39
1,162,1.39,12/01/2015,10/03/2015,SP,Sao Paulo,Alfredo Marcondes,4083,0,500,500,1.39
1,162,1.39,14/01/2015,10/03/2015,SP,Sao Paulo,Bariri,33761,0,500,500,1.39
1,162,1.39,14/01/2015,11/03/2015,SP,Sao Paulo,Estrela do Norte,2756,0,500,500,1.39
1,162,1.39,13/01/2015,17/03/2015,RS,Rio Grande do Sul,Relvado,2200,0,500,500,1.39
1,162,1.39,14/01/2015,18/03/2015,RS,Rio Grande do Sul,Tres Arroios,2885,0,500,500,1.39
1,162,1.39,29/01/2015,17/03/2015,PB,Paraiba,Riacho de Santo Antonio,1890,0,500,500,1.39
1,162,1.39,20/01/2015,05/03/2015,MT,Mato Grosso,Santo Antonio do Leste,4435,0,500,500,1.39
1,162,1.39,21/01/2015,17/03/2015,PB,Paraiba,Nova Palmeira,4717,0,500,500,1.39
1,162,1.39,19/01/2015,10/03/2015,MG,Minas Gerais,Varjao de Minas,6662,0,500,500,1.39
1,162,1.39,01/04/2015,24/04/2015,PR,Parana,Reserva do Iguacu,7757,0,500,500,1.39
1,162,1.39,20/01/2015,17/03/2015,PE,Pernambuco,Caetes,27959,0,500,500,1.39
1,162,1.39,29/01/2015,17/03/2015,GO,Goias,Anicuns,21338,0,500,500,1.39
1,162,1.39,29/01/2015,17/03/2015,GO,Goias,Cezarina,8119,0,500,500,1.39
1,162,1.39,02/02/2015,18/03/2015,GO,Goias,Matrincha,4505,0,500,500,1.39
1,162,1.39,27/01/2015,05/03/2015,MG,Minas Gerais,Cedro do Abaete,1222,0,500,500,1.39
1,162,1.39,15/01/2015,17/03/2015,AM,Amazonas,Tonantins,18322,0,500,500,1.39
1,162,1.39,19/01/2015,17/03/2015,AL,Alagoas,Sao Miguel dos Milagres,7795,0,500,500,1.39
1,162,1.39,19/01/2015,17/03/2015,AL,Alagoas,Sao Sebastiao,34024,0,500,500,1.39
1,162,1.39,27/01/2015,18/03/2015,BA,Bahia,Dom Macedo Costa,4140,0,500,500,1.39
1,182,1.11,01/04/2015,24/04/2015,AL,Alagoas,Maceio,1005319,0,400,400,1.11
1,183,0.83,12/02/2015,16/03/2015,PE,Pernambuco,Tacaimbo,12912,0,300,300,0.83
1,183,0.83,14/01/2015,18/03/2015,RJ,Rio de Janeiro,Sao Jose de Uba,7175,0,300,300,0.83
1,183,0.83,19/01/2015,10/03/2015,MG,Minas Gerais,Ubaporanga,12523,0,300,300,0.83
1,183,0.83,12/02/2015,07/03/2015,SP,Sao Paulo,Silveiras,6121,0,300,300,0.83
1,187,0.56,19/01/2015,17/03/2015,RS,Rio Grande do Sul,Dona Francisca,3397,0,200,200,0.56
1,188,0.00,20/01/2015,17/03/2015,RS,Rio Grande do Sul,Engenho Velho,1428,0,0,0,0.00
1,188,0.00,20/01/2015,17/03/2015,RS,Rio Grande do Sul,Erval Seco,7834,0,0,0,0.00
1,188,0.00,21/01/2015,17/03/2015,RS,Rio Grande do Sul,Harmonia,4557,0,0,0,0.00
1,188,0.00,26/01/2015,17/03/2015,RS,Rio Grande do Sul,Jaquirana,4167,0,0,0,0.00
1,188,0.00,19/01/2015,17/03/2015,RS,Rio Grande do Sul,Capao do Leao,25321,0,0,0,0.00
1,188,0.00,03/02/2015,17/03/2015,RR,Roraima,Caroebe,8997,0,0,0,0.00
1,188,0.00,04/02/2015,17/03/2015,RS,Rio Grande do Sul,Augusto Pestana,7175,0,0,0,0.00
1,188,0.00,04/02/2015,17/03/2015,RS,Rio Grande do Sul,Bom Progresso,2285,0,0,0,0.00
1,188,0.00,31/03/2015,23/04/2015,RO,Rondonia,Porto Velho,494013,0,0,0,0.00
1,188,0.00,03/02/2015,17/03/2015,RO,Rondonia,Sao Felipe D'Oeste,6160,0,0,0,0.00
1,188,0.00,03/02/2015,17/03/2015,RR,Roraima,Alto Alegre,16301,0,0,0,0.00
1,188,0.00,28/01/2015,17/03/2015,RO,Rondonia,Corumbiara,8938,0,0,0,0.00
1,188,0.00,01/04/2015,24/04/2015,PR,Parana,Quarto Centenario,4855,0,0,0,0.00
1,188,0.00,01/04/2015,24/04/2015,PR,Parana,Rancho Alegre D'Oeste,2850,0,0,0,0.00
1,188,0.00,16/01/2015,16/03/2015,RN,Rio Grande do Norte,Serra Caiada,9666,0,0,0,0.00
1,188,0.00,16/01/2015,16/03/2015,RN,Rio Grande do Norte,Pureza,9208,0,0,0,0.00
1,188,0.00,19/01/2015,16/03/2015,RN,Rio Grande do Norte,Rafael Godeiro,3202,0,0,0,0.00
1,188,0.00,19/01/2015,16/03/2015,RN,Rio Grande do Norte,Riacho de Santana,4279,0,0,0,0.00
1,188,0.00,19/01/2015,16/03/2015,RN,Rio Grande do Norte,Sao Fernando,3572,0,0,0,0.00
1,188,0.00,19/01/2015,16/03/2015,RN,Rio Grande do Norte,Sao Miguel,23100,0,0,0,0.00
1,188,0.00,19/01/2015,16/03/2015,RN,Rio Grande do Norte,Senador Eloi de Souza,6034,0,0,0,0.00
1,188,0.00,29/01/2015,16/03/2015,SC,Santa Catarina,Alfredo Wagner,9794,0,0,0,0.00
1,188,0.00,13/01/2015,18/03/2015,RS,Rio Grande do Sul,Tavares,5547,0,0,0,0.00
1,188,0.00,29/01/2015,12/03/2015,SC,Santa Catarina,Balneario Barra do Sul,9580,0,0,0,0.00
1,188,0.00,04/02/2015,12/03/2015,SC,Santa Catarina,Celso Ramos,2784,0,0,0,0.00
1,188,0.00,13/01/2015,17/03/2015,RS,Rio Grande do Sul,Rolante,20599,0,0,0,0.00
1,188,0.00,13/01/2015,17/03/2015,RS,Rio Grande do Sul,Santana da Boa Vista,8444,0,0,0,0.00
1,188,0.00,13/01/2015,17/03/2015,RS,Rio Grande do Sul,Sao Vicente do Sul,8771,0,0,0,0.00
1,188,0.00,13/01/2015,18/03/2015,RS,Rio Grande do Sul,Senador Salgado Filho,2887,0,0,0,0.00
1,188,0.00,12/02/2015,07/03/2015,SP,Sao Paulo,Tanabi,25335,0,0,0,0.00
1,188,0.00,12/02/2015,07/03/2015,SP,Sao Paulo,Taruma,14027,0,0,0,0.00
1,188,0.00,12/02/2015,07/03/2015,SP,Sao Paulo,Tejupa,4788,0,0,0,0.00
1,188,0.00,12/02/2015,07/03/2015,SP,Sao Paulo,Sao Pedro,33966,0,0,0,0.00
1,188,0.00,12/02/2015,07/03/2015,SP,Sao Paulo,Serrana,42264,0,0,0,0.00
1,188,0.00,13/02/2015,09/03/2015,TO,Tocantins,Axixa do Tocantins,9669,0,0,0,0.00
1,188,0.00,13/02/2015,09/03/2015,TO,Tocantins,Barrolandia,5579,0,0,0,0.00
1,188,0.00,18/02/2015,13/03/2015,TO,Tocantins,Brejinho de Nazare,5426,0,0,0,0.00
1,188,0.00,18/02/2015,13/03/2015,TO,Tocantins,Buriti do Tocantins,10681,0,0,0,0.00
1,188,0.00,18/02/2015,13/03/2015,TO,Tocantins,Carrasco Bonito,3945,0,0,0,0.00
1,188,0.00,18/02/2015,13/03/2015,TO,Tocantins,Chapada de Areia,1391,0,0,0,0.00
1,188,0.00,18/02/2015,13/03/2015,TO,Tocantins,Divinopolis do Tocantins,6729,0,0,0,0.00
1,188,0.00,18/02/2015,13/03/2015,TO,Tocantins,Lajeado,2991,0,0,0,0.00
1,188,0.00,18/02/2015,13/03/2015,TO,Tocantins,Marianopolis do Tocantins,4814,0,0,0,0.00
1,188,0.00,18/02/2015,13/03/2015,TO,Tocantins,Nazare,4239,0,0,0,0.00
1,188,0.00,25/02/2015,20/03/2015,SP,Sao Paulo,Sao Joaquim da Barra,49690,0,0,0,0.00
1,188,0.00,26/02/2015,21/03/2015,SP,Sao Paulo,Sao Manuel,40200,0,0,0,0.00
1,188,0.00,26/02/2015,21/03/2015,SP,Sao Paulo,Sao Miguel Arcanjo,32696,0,0,0,0.00
1,188,0.00,20/02/2015,18/03/2015,SP,Sao Paulo,Pedreira,45052,0,0,0,0.00
1,188,0.00,23/02/2015,18/03/2015,SP,Sao Paulo,Redencao da Serra,3941,0,0,0,0.00
1,188,0.00,23/02/2015,18/03/2015,SP,Sao Paulo,Ribeira,3418,0,0,0,0.00
1,188,0.00,14/01/2015,11/03/2015,SP,Sao Paulo,Indiana,4946,0,0,0,0.00
1,188,0.00,16/01/2015,11/03/2015,SP,Sao Paulo,Galia,6956,0,0,0,0.00
1,188,0.00,03/03/2015,26/03/2015,SP,Sao Paulo,Itatinga,19520,0,0,0,0.00
1,188,0.00,03/03/2015,26/03/2015,SP,Sao Paulo,Jose Bonifacio,35197,0,0,0,0.00
1,188,0.00,18/03/2015,27/04/2015,SP,Sao Paulo,Lucelia,21059,0,0,0,0.00
1,188,0.00,12/02/2015,18/03/2015,SP,Sao Paulo,Macatuba,16961,0,0,0,0.00
1,188,0.00,13/02/2015,18/03/2015,SP,Sao Paulo,Miguelopolis,21602,0,0,0,0.00
1,188,0.00,13/02/2015,18/03/2015,SP,Sao Paulo,Mirandopolis,28902,0,0,0,0.00
1,188,0.00,13/01/2015,09/03/2015,SE,Sergipe,Telha,3144,0,0,0,0.00
1,188,0.00,13/01/2015,09/03/2015,SP,Sao Paulo,Adolfo,3631,0,0,0,0.00
1,188,0.00,14/01/2015,10/03/2015,SP,Sao Paulo,Avai,5243,0,0,0,0.00
1,188,0.00,14/01/2015,09/03/2015,SE,Sergipe,Malhador,12550,0,0,0,0.00
1,188,0.00,14/01/2015,09/03/2015,SE,Sergipe,Pinhao,6380,0,0,0,0.00
1,188,0.00,13/01/2015,05/03/2015,SE,Sergipe,Porto da Folha,28366,0,0,0,0.00
1,188,0.00,14/01/2015,05/03/2015,SE,Sergipe,Frei Paulo,14890,0,0,0,0.00
1,188,0.00,06/02/2015,16/03/2015,SC,Santa Catarina,Passo de Torres,7681,0,0,0,0.00
1,188,0.00,18/02/2015,13/03/2015,TO,Tocantins,Palmeirante,5543,0,0,0,0.00
1,188,0.00,18/02/2015,13/03/2015,TO,Tocantins,Presidente Kennedy,3750,0,0,0,0.00
1,188,0.00,18/02/2015,13/03/2015,TO,Tocantins,Sucupira,1878,0,0,0,0.00
